person_id,event_id,event_name,date
55192,5778,"                -- Kehlog Albran
",2017-08-28
55192,4520,"responsibility at the other.
",2017-01-30
77801,7946,"
",2017-08-09
77801,7830,"the little hand is on the ....
",2017-04-30
87019,1785,"elsewhere.""
",2017-10-08
70445,4069,"never have to stop and answer the phone.
",2017-10-11
70445,9250,"Optimization hinders evolution.
",2017-05-11
84090,5033,"Van Roy's Law:
",2018-01-14
84090,5972,"Worst Month of the Year: February.  February has only 28 days in it,
",2018-03-09
97741,8504,"forecasters and has decided on an excess prophets tax.
",2017-11-07
97741,8698,"Screw up your courage!  You've screwed up everything else.
",2018-02-18
18210,8997,"                --Oscar Wilde
",2018-02-15
18210,3384,"        The night before the English History mid-term, your Biology
",2017-08-14
18210,8902,"None: ""The user can work it out.""
",2017-04-22
45911,4781,"Bradley's Bromide:
",2018-03-18
45911,649,"Do what comes naturally now.  Seethe and fume and throw a tantrum.
",2017-04-04
81819,7275,"Absent: Exposed to the attacks of friends and acquaintances; defamed;
",2017-04-27
81819,7637,"The world is coming to an end!  Repent and return those library books!
",2017-11-17
28411,8418,"                -- George Saunders' dying words
",2017-10-25
28411,3209,"Whenever people agree with me I always feel I must be wrong.
",2017-05-14
17887,2886,"                -- Amalgamated Plastic Surgeons and Toolmakers, Ltd.
",2018-02-21
82691,610,"that the other fellow can spell.
",2017-07-25
82691,9314,"which means that if you rent an apartment, you are paying for three
",2017-01-30
82691,9035,"Alimony is a system by which, when two people make a mistake, one of
",2017-11-07
38165,2210,"If there are epigrams, there must be meta-epigrams.
",2018-01-10
46490,5925,"I'd give my right arm to be ambidextrous.
",2018-01-26
51068,1028,"To prove this to yourself, try opening the refrigerator door before
",2018-04-01
28553,8061,"shortest, though.
",2017-04-16
28553,2940,"        The one who has the gold makes the rules.
",2017-12-24
98394,988,"them keeps paying for it.
",2018-04-11
10489,4804,"        He said, ""Yes, I know.
",2017-03-28
10489,1604,"Kinkler's Second Law:
",2017-02-08
47969,8798,"Fine day to throw a party.  Throw him as far as you can.
",2018-02-24
47969,3244,"the light comes on.
",2017-04-26
47969,2264,"I can resist anything but temptation.
",2017-09-01
43349,2420,"Whenever the literary German dives into a sentence, that is the last
",2017-09-24
54929,124,"Got Mole problems?
",2017-02-11
54929,2937,"listings or the object deck.
",2017-05-08
15690,9924,"That made it, paired by dot;
",2017-03-09
15690,1852,"Absent: Exposed to the attacks of friends and acquaintances; defamed;
",2017-04-19
21384,8859,"Turnaucka's Law:
",2017-01-24
21384,3362,"The middle of the night.
",2018-03-15
21384,9626,"You have the capacity to learn from mistakes.  You'll learn a lot
",2018-03-09
52331,9007,"it isn't here.
",2017-03-25
79399,2924,"Hire the morally handicapped.
",2017-07-09
79399,2831,"        Science is true.  Don't be misled by facts.
",2017-06-08
55839,1155,"If someone had told me I would be Pope one day, I would have studied
",2017-09-26
43119,8084,"A.A.A.A.A.: An organization for drunks who drive
",2017-12-05
43119,5415,"                -- F. P. Jones
",2017-02-12
43119,7093,"this sort of trash.
",2017-06-09
26923,8114,"Stay away from hurricanes for a while.
",2017-02-18
26923,2933,"Troubled day for virgins over 16 who are beautiful and wealthy and live
",2017-05-06
26923,7028,"improve.
",2017-01-03
58616,2924,"""If you go on with this nuclear arms race, all you are going to do is
",2017-09-14
58616,257,"""We don't care.  We don't have to.  We're the Phone Company.""
",2017-06-27
73399,3232,"they ought to be.  Hence the custom among the Scythians of plucking out
",2017-02-02
73399,4965,"
",2017-07-31
73399,551,"                -- Salvor Hardin
",2017-05-06
10377,2979,"Acid -- better living through chemistry.
",2017-05-20
24960,2306,"shoes.
",2017-12-17
30470,2789,"life.
",2017-07-11
30470,8132,"""Why isn't there a special name for the tops of your feet?""
",2017-05-19
46078,3865,"them keeps paying for it.
",2017-02-13
46078,8380,"Old soldiers never die.  Young ones do.
",2017-03-26
35700,3629,"visible signs of his divine right to be blown skyhigh with a dynamite
",2017-03-21
35700,6579,"That made it, paired by dot;
",2017-07-22
36342,3607,"You have the capacity to learn from mistakes.  You'll learn a lot
",2017-03-09
36342,4717,"The best book on programming for the layman is ""Alice in Wonderland"";
",2017-07-31
36342,8642,"Slang is language that takes off its coat, spits on its hands, and goes
",2017-05-08
41551,17,"bread.
",2017-06-22
41551,4476,"
",2017-11-07
13895,7837,"described with pictures.
",2017-11-15
13895,4331,"When the government bureau's remedies do not match your problem, you
",2017-07-29
70269,1386,"The Pig, if I am not mistaken,
",2017-06-17
53089,8335,"God made the Idiot for practice, and then He made the School Board
",2017-08-27
53089,6136,"BLISS is ignorance
",2017-08-24
53089,85,"there is nothing in it.
",2017-06-15
74988,5030,"                -- ""The Hitchhiker's Guide to the Galaxy""
",2017-09-03
74988,1393,"Real Programmers' programs never work right the first time.  But if you throw
",2017-12-11
34256,3016,"SPELL quiche.  They eat Twinkies, and Szechwan food.
",2018-01-15
34256,1056,"A Law of Computer Programming:
",2018-02-15
16655,9677,"system, in which all of its major weaknesses have been exposed,
",2018-02-19
16655,9956,"As Dame Fortune did intend,
",2017-03-02
17210,5512,"it made.
",2017-10-24
68739,6789,"            a cop.""
",2017-06-17
30299,2940,"UFO's are for real: the Air Force doesn't exist.
",2017-08-07
30299,339,"Imagination is the one weapon in the war against reality.
",2017-11-22
30299,9599,"                -- R. Geis
",2017-09-26
53044,7637,"        If you hit two keys on the typewriter, the one you don't want
",2018-04-11
53044,1623,"Guns aren't lawful;
",2017-08-14
58393,2671,"Afternoon: That part of the day we spend worrying about how we wasted
",2017-08-21
58393,5735,"automation?
",2017-06-22
72660,5519,"Consultants are mystical people who ask a company for a number and then
",2017-12-01
63965,3997,"""I just need enough to tide me over until I need more.""
",2018-03-07
63965,1999,"Ingrate: A man who bites the hand that feeds him, and then complains of
",2017-04-23
63965,5966,"                -- Mark Twain
",2017-01-16
88998,2338,"Worst Month of the Year: February.  February has only 28 days in it,
",2017-03-28
88998,493,"Worst Month of the Year: February.  February has only 28 days in it,
",2017-12-03
94860,6156,"of being a damned fool.
",2017-05-01
94860,3984,"You have the capacity to learn from mistakes.  You'll learn a lot
",2017-10-23
51795,3382,"Experience is that marvelous thing that enables you recognize a
",2017-01-25
24248,9599,"I'm not as think as you stoned I am.
",2018-02-08
24248,9167,"                -- Oscar Wilde
",2017-03-08
24248,5963,"Do not drink coffee in early A.M.  It will keep you awake until noon.
",2017-02-13
84660,2875,"ends.
",2018-02-15
59828,2573,"Philadelphia is not dull -- it just seems so because it is next to
",2017-01-13
59828,5659,"     An unbreakable toy is useful for breaking other toys.
",2018-01-21
72245,6595,"I wish that they would sell it.
",2017-08-27
82518,6894,"Dealing with failure is easy:  Work hard to improve.  Success is also
",2017-10-27
82518,8836,"Rivers are damp;
",2017-08-22
36868,1229,"get any programs at all and take what they get.
",2018-01-23
26803,8777,"Bradley's Bromide:
",2018-01-08
25868,4331,"Brain fried -- Core dumped
",2018-01-20
25868,7028,"middle of the machine room.
",2017-08-09
36511,8059,"Stop searching.  Happiness is right next to you.  Now, if they'd only
",2018-02-03
36511,6229,"retail.""
",2017-03-27
39507,1859,"                -- Senator Soaper
",2017-08-01
39507,5151,"The National Short-Sleeved Shirt Association says:
",2017-11-29
44609,3204,"Insanity is hereditary.  You get it from your kids.
",2017-11-20
44609,4291,"                -- Adlai Stevenson
",2018-04-07
41924,9902,"
",2017-04-16
41924,5784,"that I can.""
",2017-05-27
41924,2033,"Think of your family tonight.  Try to crawl home after the
",2018-04-11
19048,488,"Lysistrata had a good idea.
",2017-12-13
59931,9353,"atlantic with his verb in his mouth.
",2017-01-20
59931,5469,"Things are more like they used to be than they are now.
",2017-03-09
59931,7474,"A language that doesn't affect the way you think about programming is
",2017-11-19
46526,1753,"Kinkler's Second Law:
",2017-11-09
46526,6571,"1st customer: ""I'll have tea.""
",2017-10-08
88110,6571,"The Pig, if I am not mistaken,
",2017-02-24
88110,9615,"...And malt does more than Milton can
",2018-03-02
36400,9934,"Spend extra time on hobby.  Get plenty of rolling papers.
",2017-07-09
36400,2002,"            Smoke a friend today.
",2017-01-03
33638,8576,"A: 33.  1 to hold the bits and 32 to push the register.
",2017-09-09
33638,3896,"retail.""
",2017-03-17
95676,6136,"If we do not change our direction we are likely to end up where we are
",2017-11-25
15987,5468,"Ass: The masculine of ""lass"".
",2017-07-25
15987,4915,"Real Programmers don't write in COBOL.  COBOL is for wimpy applications
",2017-05-17
15987,2206,"to work.
",2017-06-21
59987,2035,"        You can make it foolproof, but you can't make it
",2018-03-09
59987,3799,"Time flies like an arrow
",2017-01-14
59987,6993,"The IQ of the group is the lowest IQ of a member of the group divided
",2017-03-10
98792,2863,"honorable gentleman is a scurvy cur.""
",2017-01-23
98792,1046,"Hello Dr. Falken.
",2017-10-18
37332,1714,"Misery loves company, but company does not reciprocate.
",2017-04-15
37332,8403,"Who ate a green apple and died.
",2017-09-12
37332,6447,"        it wasn't worth doing.
",2017-05-28
87647,7181,"it holds the universe together...
",2017-07-20
87647,5585,"Now I'm protecting it.
",2017-04-03
49970,8612,"                -- Bill Hoest
",2017-10-06
49970,4017,"The meek shall inherit the earth -- they are too weak to refuse.
",2017-10-21
49970,1999,"        in kernel as it is in user!
",2017-04-02
51078,1973,"It is the business of the future to be dangerous.
",2017-05-15
51078,3896,"Ingrate: A man who bites the hand that feeds him, and then complains of
",2018-01-23
51078,1365,"Year: A period of three hundred and sixty-five disappointments.
",2017-07-10
15885,7698,"himself from the sphere of exaction.
",2018-02-10
25796,8773,"                -- Yiddish saying
",2017-06-28
15592,3204,"WHERE CAN THE MATTER BE
",2017-01-01
72526,8040,"            Smoke a friend today.
",2018-01-14
72526,9167,"Today is the first day of the rest of the mess
",2018-03-20
72526,2940,"forecasters and has decided on an excess prophets tax.
",2017-06-18
91117,5753,"        committee -- that will do them in.
",2018-01-07
91117,5362,"                -- Oscar Wilde
",2017-05-29
91117,1290,"Flappity, floppity, flip
",2017-05-24
67586,3323,"Love is sentimental measles.
",2018-04-24
67586,9414,"Ban the bomb.  Save the world for conventional warfare.
",2017-09-09
78350,241,"
",2018-03-21
78350,7841,"Coward: One who in a perilous emergency thinks with his legs.
",2017-11-11
17750,8869,"Give thought to your reputation.  Consider changing name and moving to
",2017-10-30
39247,2044,"I'd give my right arm to be ambidextrous.
",2017-12-01
39247,8559,"In a five year period we can get one superb programming language.  Only
",2017-06-04
74151,43,"and then pulled an all-nighter.
",2017-08-10
90090,2021,"Razors pain you;
",2017-09-29
90090,9373,"                -- Bruce Leverett
",2017-01-19
90090,2089,"Day of inquiry.  You will be subpoenaed.
",2017-05-08
63514,1054,"The average woman would rather have beauty than brains, because the
",2017-05-22
63514,1753,"Absentee: A person with an income who has had the forethought to remove
",2017-10-12
63514,9335,"Arithmetic is being able to count up to twenty without taking off your
",2018-01-21
94746,6156,"A Lisp programmer knows the value of everything, but the cost of
",2017-08-23
94746,8657,"In the long run, every program becomes rococo, and then rubble.
",2017-05-09
94746,6154,"Turnaucka's Law:
",2017-06-15
72734,4004,"body is better.
",2017-07-11
72734,4583,"the light comes on.
",2017-01-05
72734,842,"elsewhere.""
",2017-02-02
74261,6515,"""I know not with what weapons World War III will be fought, but
",2017-08-11
74261,8504,"Dying is a very dull, dreary affair.  And my advice to you is to
",2018-02-27
74261,6642,"Velilind's Laws of Experimentation:
",2018-02-21
64667,1830,"God is a polythiest
",2018-04-10
64667,9832,"Real Programmers' programs never work right the first time.  But if you throw
",2017-03-17
27201,5772,"        reject the proposal.
",2017-02-02
71987,9669,"Whenever people agree with me I always feel I must be wrong.
",2017-04-24
34544,5772,"knows what it is.
",2017-11-17
34544,3770,"If you think last Tuesday was a drag, wait till you see what happens
",2018-01-06
39752,1266,"Conversation: A vocal competition in which the one who is catching his
",2017-01-18
39752,2668,"                   ""Register Allocation in Optimizing Compilers""
",2017-12-20
28307,5313,"If the odds are a million to one against something occurring, chances
",2017-11-26
28307,4554,"
",2018-04-26
28307,5715,"                -- Groucho Marx
",2017-08-17
26129,3284,"He did his very best to make
",2017-06-29
96951,6437,"        Unless the results are known in advance, funding agencies will
",2017-09-05
96951,4781,"One can't proceed from the informal to the formal by formal means.
",2017-03-15
96951,4986,"once.
",2017-03-27
19262,1926,"Hail to the sun god
",2017-11-10
19262,8724,"Man is a rational animal who always loses his temper when he is called
",2017-02-06
40647,402,"        1) ""Don't worry, I can handle it.""
",2017-09-10
40647,8605,"but that's because it's the best book on anything for the layman.
",2018-03-15
60095,9372,"Take not a single bit!
",2017-09-05
94589,4072,"A banker is a fellow who lends you his umbrella when the sun is shining
",2017-06-04
82543,5255,"                -- Albert Einstein
",2017-02-04
62636,3779,"Fine day to work off excess energy.  Steal something heavy.
",2017-06-22
62636,7737,"                -- Bertold Brecht
",2017-03-10
58028,5135,"You could get a new lease on life -- if only you didn't need the first
",2018-04-05
73505,842,"""Who cares if it doesn't do anything?  It was made with our new
",2017-04-14
73505,8316,"find at least two human errors, including the error of blaming it on
",2017-11-02
56883,2600,"Enzymes are things invented by biologists that explain things which
",2017-10-04
29554,3952,"        stupidity.
",2018-01-15
29554,8468,"Screw up your courage!  You've screwed up everything else.
",2017-03-19
29554,2834,"The chicken that clucks the loudest is the one most likely to show up
",2017-03-07
49114,1960,"Real Programmers don't document.  Documentation is for simps who can't read the
",2017-07-14
98387,1998,"The three laws of thermodynamics:
",2017-04-09
98387,9621,"A Lisp programmer knows the value of everything, but the cost of
",2017-08-23
98387,6129,"                -- Mickey Mouse
",2017-08-25
53516,5536,"A candidate is a person who gets money from the rich and votes from the
",2017-03-30
53516,9564,"Man Invented Alcohol,
",2017-09-24
17882,6969,"which means that if you rent an apartment, you are paying for three
",2017-10-27
47762,4837,"that I can.""
",2017-04-16
47762,2193,"""If you go on with this nuclear arms race, all you are going to do is
",2017-04-17
47762,9974,"Future looks spotty.  You will spill soup in late evening.
",2017-11-28
24953,9103,"Thou shalt reclaim it not.
",2017-08-23
64584,5727,"Absent: Exposed to the attacks of friends and acquaintances; defamed;
",2018-02-18
64584,2679,"Every program is a part of some other program, and rarely fits.
",2018-04-19
64584,1302,"Don't tell any big lies today.  Small ones can be just as effective.
",2017-07-13
62261,8650,"writing.
",2017-02-24
62261,6084,"that the other fellow can spell.
",2017-10-13
62261,5605,"                -- Groucho Marx
",2018-01-12
39865,6701,"Ambition is a poor excuse for not having sense enough to be lazy.
",2018-04-01
63925,712,"Condense soup, not books!
",2017-11-28
29878,5478,"        what is going on.
",2017-09-02
14049,9395,"                -- The Brigader, from Dr. Who
",2017-12-17
62271,2677,"conventional thing to happen to him.
",2017-11-16
62271,3915,"Vote anarchist
",2018-04-29
62271,1520,"Do not sleep in a eucalyptus tree tonight.
",2017-09-01
29825,7182,"                -- John Barrymore's dying words
",2017-01-13
29825,3251,"                -- Alan Perlis
",2018-01-18
14464,6114,"                -- Albert Einstein
",2017-01-25
14464,6254,"programmers.
",2017-02-21
62885,8504,"How many hardware engineers does it take to change a lightbulb?
",2018-03-03
62885,3652,"Show respect for age.  Drink good Scotch for a change.
",2017-08-03
69536,845,"responsibility at the other.
",2017-04-29
92132,2403,"According to the latest official figures, 43% of all statistics are
",2017-12-02
92132,2792,"Conscience is the inner voice that warns us somebody is looking
",2018-03-10
91531,6521,"                -- Ambrose Bierce
",2017-03-28
39467,9335,"USER n.: A programmer who will believe anything you tell him.
",2017-11-24
39467,5772,"Is it possible that software is not like anything else, that it is
",2018-04-01
42448,8979,"There is no time like the present for postponing what you ought to be
",2017-11-24
42448,6999,"Rocky's Lemma of Innovation Prevention
",2018-03-04
81930,4884,"system, in which all of its major weaknesses have been exposed,
",2017-07-19
81930,4331,"Vitamin C deficiency is apauling
",2018-01-21
81930,2147,"Horngren's Observation:
",2017-08-20
63401,9267,"Due to a shortage of devoted followers, the production of great leaders
",2018-01-06
12479,4381,"        3) ""If you were as smart as you think you are, you wouldn't be
",2018-03-09
12479,7758,"It was a book to kill time for those who liked it better dead.
",2017-09-30
12479,6789,"Stay away from flying saucers today.
",2017-03-27
54981,6869,"indigestion.
",2018-04-11
68500,6914,"                -- Lily Tomlin
",2018-03-04
68500,8605,"Good advice is something a man gives when he is too old to set a bad
",2017-02-28
68500,104,"sane.""
",2017-01-06
64582,674,"busy worrying over what you are thinking about them.
",2017-12-02
64582,2917,"usable, and it works, and if it breaks they'll quickly tell you how to
",2017-09-28
64582,5142,"the continuing viability of Fortran.
",2018-03-13
84296,2071,"Horngren's Observation:
",2017-12-19
84296,2809,"Brain fried -- Core dumped
",2018-01-28
84296,7509,"""If God lived on Earth, people would knock out all His windows.""
",2017-11-28
82945,9615,"Just because you're paranoid doesn't mean they AREN'T after you.
",2017-07-29
82945,8118,"in the morning, and does not stop until you get to school.
",2017-01-21
51517,5282,"I can't complain, but sometimes I still do.
",2017-12-12
21896,9677,"Hello Dr. Falken.
",2017-04-29
21896,5628,"One can't proceed from the informal to the formal by formal means.
",2017-02-04
21896,1978,"Wasting time is an important part of living.
",2017-07-09
70543,7841,"Old soldiers never die.  Young ones do.
",2017-01-18
87994,2640,"whether to write in COBOL or FORTRAN.
",2018-03-06
33781,2979,"Things will be bright in P.M.  A cop will shine a light in your face.
",2017-05-03
80666,106,"Don't cook tonight -- starve a rat today!
",2017-08-19
69980,9660,"If you think last Tuesday was a drag, wait till you see what happens
",2017-10-04
69980,7242,"The earth is like a tiny grain of sand, only much, much heavier.
",2017-12-26
69980,5030,"This login session: $13.99, but for you $11.88
",2018-03-05
19805,622,"                -- Woody Allen.
",2018-02-23
19805,9145,"""Why isn't there a special name for the tops of your feet?""
",2017-01-21
19805,6254,"Arithmetic is being able to count up to twenty without taking off your
",2017-07-29
19508,3077,"        The strip revolved,
",2017-04-09
19508,8383,"        1) ""Don't worry, I can handle it.""
",2017-12-15
56136,9245,"Waiter: ""Two teas.  Which one asked for the clean glass?""
",2017-07-18
56136,7990,"Love at first sight is one of the greatest labor-saving devices the
",2017-06-23
31224,7378,"Xerox does it again and again and again and ...
",2017-03-23
53890,1998,Intro to open source programming,2017-04-23
53890,8456,"Orange roughy, a fish not entirely unlike slimehead",2018-03-18
53890,7386,"For compatability with S, a guide to all that's weird",2017-09-04
16122,1921,"                -- La Rouchefoucauld
",2017-11-19
34157,3123,"BLISS is ignorance
",2017-11-30
34157,6447,"Real Programmers don't write in PASCAL, or BLISS, or ADA, or any of those pinko
",2017-01-18
34157,212,"Travel important today;  Internal Revenue men arrive tomorrow.
",2017-02-02
28634,2917,"                -- Peter S. Beagle
",2017-02-07
60972,5843,"        All the easy problems have been solved.
",2018-02-22
60972,737,"        instructor will assign 200 pages on planaria.
",2018-01-06
32761,4219,"in God.
",2017-04-14
32761,2831,"Signs of crime: screaming or cries for help.
",2017-03-08
71836,1994,"Nostalgia isn't what it used to be.
",2017-11-23
71836,3640,"        committee -- that will do them in.
",2018-02-02
50122,4915,"If God had meant for us to be naked, we would have been born that way.
",2017-11-13
50122,7929,"for a dial tone.
",2017-12-26
50122,134,"A diva who specializes in risqu'e arias is an off-coloratura soprano...
",2017-04-12
85426,85,"At the source of every error which is blamed on the computer you will
",2017-08-20
85426,9427,"Another good night not to sleep in a eucalyptus tree.
",2017-04-19
85426,793,"                -- Jerome Lettvin
",2017-10-05
73918,5162,"Adolescence: The stage between puberty and adultery.
",2017-11-25
73918,8176,"world has ever seen.
",2017-01-22
73918,5255,"this sort of trash.
",2017-01-15
77296,129,"Worst Month of 1981 for Downhill Skiing: January.  The lines are the
",2018-02-23
77296,2189,"Our OS who art in CPU, UNIX be thy name.
",2018-02-09
12547,9,"responsibility at the other.
",2017-04-26
19078,517,"99 blocks of crud on the disk,
",2018-04-29
19078,8569,"                -- Eleanor Roosevelt
",2017-05-20
19078,363,"Antonym: The opposite of the word you're trying to think of.
",2018-04-04
37041,9188,"I never fail to convince an audience that the best thing they could do
",2017-12-07
74257,1171,"        He said, ""Yes, I know.
",2017-04-04
74257,4283,"Forgetfulness: A gift of God bestowed upon debtors in compensation for
",2018-01-24
74257,3470,"What this country needs is a good five-cent nickel.
",2017-12-02
54645,5313,"There was a young lady from Hyde
",2017-05-04
54645,2033,"                -- Kehlog Albran
",2017-09-11
54645,5970,"System/3!
",2017-08-30
40894,6938,"Underlying Principle of Socio-Genetics:
",2017-10-09
40894,70,"Van Roy's Law:
",2017-09-02
40894,4351,"                -- F. P. Jones
",2017-12-11
76293,1866,"Be different: conform.
",2017-03-14
76293,1763,"the way.
",2017-12-02
15477,4287,"Presidents and Kings to the scum of the earth...""
",2017-07-08
99028,1438,"What garlic is to salad, insanity is to art.
",2017-12-31
99028,6843,"aureomycin, cocaine, interferon, and TLC.  The only ailment chicken
",2017-10-06
53058,6156,"        Its syntax worse than JOSS;
",2017-04-20
54549,8456,"                -- R. Geis
",2017-12-20
54549,7995,"        handle.
",2017-08-09
60412,2089,"Never call a man a fool.  Borrow from him.
",2017-02-13
60412,3865,"Fifth Law of Applied Terror:
",2017-08-23
88599,8869,"Every program has (at least) two purposes: the one for which it was
",2017-11-12
88599,9273,"The middle of the night.
",2017-07-06
88599,8521,"                -- George Saunders' dying words
",2017-07-10
95105,8605,"As far as the laws of mathematics refer to reality, they are not
",2017-12-19
95105,6722,"And the clean ones so seldom are comical.
",2017-09-16
93495,6210,"        except study for that instructor's course.
",2017-07-16
93495,2831,"programming.
",2017-05-13
25613,3953,"                -- Bertold Brecht
",2017-03-31
25613,7271,"Death: to stop sinning suddenly.
",2017-11-30
73006,4239,"tomorrow!
",2017-08-08
55797,6505,"Coronation: The ceremony of investing a sovereign with the outward and
",2017-08-20
55797,610,"WHERE CAN THE MATTER BE
",2017-08-11
15867,4683,"                -- Mark Twain
",2017-12-08
51772,8306,"are 50-50 it will.
",2017-11-25
51772,1743,"Our OS who art in CPU, UNIX be thy name.
",2017-10-27
51772,1894,"""The way to make a small fortune in the commodities market is to start
",2018-03-02
59752,9214,"SHIFT TO THE LEFT!  SHIFT TO THE RIGHT!
",2017-07-22
59752,996,"One of the oldest problems puzzled over in the Talmud is: ""Why did God
",2017-08-08
83047,5015,"Ambition is a poor excuse for not having sense enough to be lazy.
",2017-10-18
83047,1563,"executive.
",2017-06-28
64176,4892,"SPELL quiche.  They eat Twinkies, and Szechwan food.
",2017-06-27
64176,5240,"                -- Mark Twain
",2017-01-31
64176,9016,"Never be led astray onto the path of virtue.
",2017-12-28
51939,5425,"Automobile: A four-wheeled vehicle that runs up hills and down
",2017-03-11
73375,4781,"visible signs of his divine right to be blown skyhigh with a dynamite
",2017-06-30
74176,1290,"Man is the only animal that blushes -- or needs to.
",2018-01-12
83464,6131,"There cannot be a crisis next week.  My schedule is already full.
",2017-03-14
83464,4731,"When the government bureau's remedies do not match your problem, you
",2017-07-16
68335,8455,"A: Three.  One to screw in the lightbulb and two to fend off all those
",2017-12-14
68335,3484,"A LISP programmer knows the value of everything, but the cost of
",2017-04-05
76557,2071,"Mollison's Bureaucracy Hypothesis:
",2017-06-05
76557,8964,"San Francisco isn't what it used to be, and it never was.
",2017-07-23
76557,2502,"The billows smooth and bright --
",2017-08-27
26492,2075,"                -- The Brigader, from Dr. Who
",2017-03-21
26492,4059,"System/3!
",2018-04-07
44527,7259,"California is a fine place to live -- if you happen to be an orange.
",2017-03-11
93203,106,"Take not a single bit!
",2017-03-31
93203,3797,"are 50-50 it will.
",2017-07-01
93203,2075,"                -- Clint Eastwood
",2017-07-29
51001,7698,"Real Programmers don't write specs -- users should consider themselves lucky to
",2017-03-17
51001,1625,"Future looks spotty.  You will spill soup in late evening.
",2018-02-16
84403,8759,"WHERE CAN THE MATTER BE
",2017-09-07
84403,690,"                -- Gigo
",2018-03-01
84403,70,"                -- John O'Hara
",2017-02-26
88960,5091,"You will be surprised by a loud noise.
",2017-08-25
88960,6869,"said, ""Life is like a bowl of sour cream.""
",2017-05-10
28980,2924,"You can measure a programmer's perspective by noting his attitude on
",2017-09-08
28980,5362,"The National Short-Sleeved Shirt Association says:
",2018-03-09
28980,9246,"the morning.
",2018-04-20
47414,7035,"Now I'm protecting it.
",2017-07-21
47414,8729,"Cleveland still lives.  God _m_u_s_t be dead.
",2018-02-27
47414,1483,"mail.  Corresponding errors will show up in the duplicate while the
",2018-01-31
36294,6702,"                -- Kehlog Albran
",2017-01-15
36294,5517,"                -- Oscar Wilde
",2017-05-26
36294,3900,"Good-bye.  I am leaving because I am bored.
",2017-04-08
59569,4240,"                -- Finley Peter Dunne (Mr. Dooley)
",2017-11-28
79178,8057,"Q: How many Oregonians does it take to screw in a light bulb?
",2018-01-18
79178,1851,"Troubled day for virgins over 16 who are beautiful and wealthy and live
",2018-04-23
17027,9087,"Stop searching.  Happiness is right next to you.  Now, if they'd only
",2017-03-13
17027,3470,"Ducharme's Precept:
",2017-10-04
17027,6625,"Paranoids are people, too; they have their own problems.  It's easy to
",2017-07-18
26645,1483,"computer science languages.  Strong typing is for people with weak memories. 
",2018-04-28
26645,5033,"Don't worry over what other people are thinking about you.  They're too
",2017-06-12
76146,5590,"In the long run, every program becomes rococo, and then rubble.
",2017-07-01
76146,9660,"Acids stain you;
",2017-07-26
37884,9630,"computer crashes.
",2018-03-14
11165,994,"I'll never see a tree at all.
",2017-06-07
11165,2207,"to justify God's ways to man
",2017-05-03
20811,9288,"WHERE CAN THE MATTER BE
",2018-03-31
20811,89,"
",2017-06-18
20811,9273,"And everywhere this language went,
",2018-03-24
78601,2035,"revitalize the corner saloon.
",2017-12-10
90922,8559,"                even.
",2017-10-25
42342,4941,"One of the oldest problems puzzled over in the Talmud is: ""Why did God
",2018-04-26
51441,6156,"                -- Hawkwind
",2017-02-10
70553,9599,"harder.
",2017-08-02
70553,5388,"There's no future in time travel
",2017-11-26
70553,9630,"He sure is a fun god
",2018-04-14
28068,6884,"Cigarette: A fire at one end, a fool at the other, and a bit of
",2017-12-08
28068,3779,"Do something unusual today.  Pay a bill.
",2017-07-19
76239,1714,"by the number of people in the group.
",2017-06-02
76925,85,"in the morning, and does not stop until you get to school.
",2017-09-28
76925,4717,"Genius may have its limitations, but stupidity is not thus
",2018-03-21
76925,5966,"                -- Mark Twain
",2017-09-19
75694,5313,"There is something fascinating about science.  One gets such wholesale
",2018-04-21
83695,8082,"Take heart amid the deepening gloom that your dog is finally getting
",2017-07-02
83695,5089,"Do what comes naturally now.  Seethe and fume and throw a tantrum.
",2017-05-26
83695,9167,"If you make people think they're thinking, they'll love you; but if you
",2017-06-28
48649,2218,"A diplomat is a man who can convince his wife she'd look stout in a
",2017-01-29
21075,8778,"The Pig, if I am not mistaken,
",2018-04-07
21075,2573,"43rd Law of Computing:
",2018-04-16
21075,183,"At the source of every error which is blamed on the computer you will
",2017-05-13
96307,345,"mail.  Corresponding errors will show up in the duplicate while the
",2017-03-15
96307,3484,"Ra!  Ra!  Ra!
",2017-12-16
96307,124,"in eucalyptus trees.
",2017-08-26
59867,7523,"There once was a girl named Irene
",2017-09-21
59867,9906,"                -- Elbert Hubbard
",2018-04-18
59867,3999,"                -- George Saunders' dying words
",2018-03-11
93158,2499,"                -- Mark Twain
",2017-10-23
93158,276,"If God is perfect, why did He create discontinuous functions?
",2017-11-03
74543,3483,"exciting Delaware, New Jersy. (Home of Barry Fletcher!)
",2017-11-11
74543,9906,"Cynic: One who looks through rose-colored glasses with a jaundiced eye.
",2017-01-23
65376,517,"which means that if you rent an apartment, you are paying for three
",2017-09-04
65376,4659,"                -- from the Brown Security Crime Prevention Pamphlet
",2017-11-03
94667,5030,"
",2018-03-26
94667,537,"headed.
",2018-03-01
78819,8538,"Mickey Mouse wears a Spiro Agnew watch.
",2017-09-22
78819,8063,"Man is the only animal that blushes -- or needs to.
",2018-02-04
25398,7837,"Guns aren't lawful;
",2017-01-19
15854,8622,"doing.
",2017-07-07
15854,2210,"Democracy is a form of government that substitutes election by the
",2017-05-06
